0.1038996;right;72.6807;0.02336735;0.66777;0.02734914;-0.285547;-0.5876617;-0.7570447;0.02336735;0.66777;0.02734914;-0.2796286;0.7611262;-0.3577403;0.4631596;0.7945163;-0.4733164;0.3013056;0.2322293;0.986098;-1.230836E-05;1.464784E-05;-0.1661648;0.9989317;-3.627628E-05;2.772459E-05;-0.04621257;0.997317;-0.005579113;0.03278235;0.06521694;0.9978006;2.040527E-06;-3.248452E-06;-0.06628691;0.9978743;-1.077649E-06;1.270417E-06;-0.06516853;0.9948583;0.07206123;-0.01301198;0.06996358;0.9975528;2.853572E-06;-5.128792E-06;-0.06991762;0.9979278;-1.775948E-06;2.374264E-06;-0.06434515;0.9897864;0.1025704;-0.04190819;0.08969872;0.9965529;1.184642E-06;-3.643333E-06;-0.08296036;0.9975345;-2.504993E-06;4.951164E-06;-0.07017926;0.9726327;0.1643366;-0.1116543;0.1204672;0.9961109;8.940696E-08;-2.533197E-07;-0.08810879;0.996525;-2.708825E-06;6.034959E-06;-0.08329489;
0.2037765;right;74.02603;0.01286411;0.6879001;0.05593449;-0.3488288;-0.5573674;-0.7534322;0.01286411;0.6879001;0.05593449;-0.2679193;0.7607941;-0.3866965;0.4470766;0.8001286;-0.4758558;0.274404;0.2409517;0.9927147;3.993511E-06;-9.208918E-06;-0.1204893;0.9971049;8.483046E-06;-1.698917E-05;0.07603815;0.9983586;-0.008993415;0.01597661;0.05425996;0.9977639;3.604218E-07;-1.447275E-06;-0.06683721;0.9979365;1.053915E-06;-2.69048E-06;-0.06420909;0.9953269;0.0675051;-0.03529123;0.05934729;0.997207;5.811452E-07;-2.525746E-06;-0.07468727;0.9977267;1.002637E-06;-2.480342E-06;-0.0673902;0.9905072;0.1014858;-0.04966618;0.0782904;0.9956955;-1.862645E-07;-8.791683E-07;-0.0926842;0.9975859;-5.243435E-08;-2.3511E-06;-0.06944359;0.9735694;0.1650422;-0.11564;0.1074763;0.9945754;-2.533197E-07;-3.129243E-07;-0.1040182;0.9973651;-7.584181E-07;-1.425072E-06;-0.07254648;
0.304113;right;75.37641;-0.001081496;0.6691492;0.04009913;-0.2952642;-0.5964747;-0.7463492;-0.001081496;0.6691492;0.04009913;-0.2760957;0.7699098;-0.3543076;0.453295;0.7990859;-0.4748137;0.2703068;0.2508942;0.9931246;-1.788139E-07;4.023313E-07;-0.1170619;0.9969115;3.562512E-07;-7.511215E-07;0.07853434;0.9971666;-0.01102047;0.00793755;0.07398903;0.9980866;1.769513E-07;2.738088E-07;-0.06183176;0.9975115;1.392685E-07;3.607226E-07;-0.07050475;0.9939541;0.06733043;-0.03243732;0.08043533;0.9973468;-5.215406E-08;9.983777E-07;-0.07279645;0.9973496;-1.072569E-07;3.161211E-07;-0.07275857;0.9889676;0.1006457;-0.04917149;0.09693192;0.9968249;-1.490116E-08;6.258487E-07;-0.07962523;0.9971581;-8.925137E-08;6.796805E-07;-0.07533842;0.972064;0.1635198;-0.1140197;0.1239053;0.9956143;2.980232E-08;4.693865E-07;-0.09355245;0.9965844;-7.752657E-08;7.626437E-07;-0.08258074;
0.4042758;right;75.61902;-0.01447148;0.6828191;0.05209708;-0.2760355;-0.6304427;-0.7254974;-0.01447147;0.6828191;0.05209708;-0.270585;0.7806805;-0.3340127;0.4536049;0.8018996;-0.4803297;0.2738338;0.2263968;0.9950939;1.192093E-07;1.579523E-06;-0.09893526;0.9952938;1.086602E-08;-1.445613E-07;0.09690405;0.996774;-0.01374301;-0.002427228;0.079037;0.997735;1.601875E-07;1.641456E-07;-0.06726798;0.9979185;1.121643E-06;1.828873E-06;-0.06448813;0.9931549;0.06583768;-0.03630856;0.08938932;0.9966366;5.885958E-07;5.885958E-07;-0.08194777;0.9978932;1.571702E-06;2.368518E-06;-0.06487853;0.9869521;0.09935652;-0.05091261;0.1160248;0.995742;3.352761E-07;3.837048E-07;-0.09218425;0.9975712;1.108065E-06;1.827216E-06;-0.06965376;0.96907;0.1614448;-0.1120553;0.1492738;0.9945203;1.490116E-08;1.043081E-07;-0.1045436;0.9969695;4.600411E-07;1.688179E-06;-0.077795;
0.504453;right;77.47802;-0.009358726;0.6874894;0.03555433;-0.6020979;-0.6257064;-0.4959531;-0.009358734;0.6874894;0.03555433;-0.1267282;0.8332687;-0.4136452;0.3442396;0.8021221;-0.4909828;0.2968877;0.1655108;0.9983092;5.27501E-06;1.244247E-05;-0.05812702;0.9915808;4.104108E-06;8.177857E-06;0.1294893;0.9992404;-0.01728025;-0.03446623;0.005677405;0.9981974;5.442649E-06;-1.822039E-05;-0.06001522;0.998909;-1.139779E-06;2.705992E-06;-0.04669911;0.9965808;0.06672793;-0.04598586;0.01610489;0.9976862;-7.45058E-09;7.45058E-08;-0.06798689;0.9989928;-1.188509E-06;3.791504E-06;-0.04487116;0.9912466;0.1025717;-0.04652111;0.06888467;0.9975469;-9.685753E-08;-5.837529E-06;-0.07000237;0.9987554;-5.231399E-07;4.890323E-06;-0.04987737;0.9738154;0.168821;-0.08731899;0.1247338;0.9959396;-2.682209E-07;-1.110136E-06;-0.09002417;0.9984969;5.71061E-07;7.568101E-06;-0.054808;
0.6047031;right;69.88337;-0.006146707;0.7273942;0.02922378;-0.9129677;-0.1147857;0.3915537;-0.006146699;0.7273942;0.02922378;-0.1739503;-0.7394578;0.6417867;0.1051347;-0.8117641;0.4797488;-0.2602015;-0.2077864;0.9976985;-2.172589E-05;0.0003173351;-0.06780597;0.9980611;-1.290471E-05;0.0002425504;0.06224191;-0.9921384;0.004310019;-0.03676882;0.119544;0.998051;1.656497E-05;-4.082918E-05;-0.06240497;0.9994355;2.610356E-05;-4.943151E-05;-0.03359806;-0.9919736;-0.07868806;0.02166296;0.09657827;0.99834;3.130734E-05;-7.575005E-05;-0.05759565;0.9993762;2.236105E-05;-4.161828E-05;-0.03531806;-0.9909208;-0.1108799;0.06010176;0.04657733;0.9976653;6.403773E-05;-0.0001487397;-0.06829325;0.9990061;5.776362E-05;-9.820055E-05;-0.04457444;-0.9739097;-0.1755941;0.1410018;-0.02802395;0.9964237;3.896653E-05;-0.0001246184;-0.08449748;0.9992094;3.198476E-05;-6.898883E-05;-0.03975679;
0.7050654;right;44.38857;-0.02065714;0.7746181;0.06662418;-0.5746028;0.1083046;0.8112348;-0.02065715;0.7746181;0.06662418;-0.4394852;-0.6331882;0.60084;0.2119357;-0.8169996;0.4981357;-0.2360121;-0.1693253;0.9552492;-1.204014E-05;-1.989304E-05;-0.295802;0.9753022;-6.54324E-07;-2.03959E-05;-0.2208748;-0.9961177;0.01515094;0.04270503;0.07547411;1;0;0;1.97906E-09;0.9999707;-4.901551E-06;3.486872E-06;-0.007661549;-0.9931105;-0.0710705;0.0358822;0.08598203;1;0;0;3.95812E-09;1;0;0;0;-0.9898351;-0.1076617;0.04181945;0.08298578;1;0;0;-1.396984E-09;1;0;0;0;-0.9812884;-0.1807947;0.05347962;0.03906686;0.999998;3.665685E-06;2.611056E-05;-0.002010396;1;0;0;-9.571308E-11;
0.805311;right;62.08805;-0.02437333;0.7536049;0.168693;-0.3820966;-0.3447056;0.8574264;-0.02437332;0.7536049;0.168693;-0.3362381;-0.7102228;0.46319;0.4098566;-0.8097674;0.5014179;-0.2638176;-0.1525033;0.945452;-1.356005E-05;2.801418E-06;-0.3257614;0.9744424;6.969681E-05;2.556259E-05;-0.2246376;-0.993389;0.01728965;0.08629213;0.07370936;1;0;0;2.793968E-09;0.9999412;1.160428E-06;-1.013279E-06;-0.01084697;-0.9925451;-0.06992222;0.05644193;0.08233865;1;0;0;2.793967E-09;1;0;0;0;-0.9907092;-0.1079156;0.03898669;0.07300326;1;0;3.72529E-09;-2.328306E-09;1;0;0;0;-0.9827752;-0.180779;0.02570998;0.02847634;1;0;1.862645E-09;9.313224E-10;1;0;0;0;
0.9054046;right;64.63557;-0.01931527;0.7415769;0.1573753;-0.3822002;-0.4218578;0.8221671;-0.01931527;0.7415769;0.1573753;-0.3081376;-0.7294668;0.4405932;0.4228561;-0.805441;0.4955811;-0.2842913;-0.157616;0.9456801;2.980231E-08;2.980231E-08;-0.3250986;-0.9683561;1.814636E-08;1.310605E-08;0.2495727;-0.995841;0.01920376;0.07203842;0.05236891;1;0;0;-1.164153E-10;0.9997362;-1.490116E-08;-7.450579E-09;-0.02296742;-0.9948693;-0.06964373;0.03971183;0.06170671;1;-7.450579E-09;0;1.024455E-08;1;0;0;0;-0.9926656;-0.1076569;0.02353098;0.04971347;1;0;0;3.492458E-09;1;0;0;0;-0.983712;-0.1796295;-0.0007406024;-0.00659304;1;0;-1.164153E-10;-2.037268E-10;1;1.615587E-27;0;0;
1.005589;right;62.22609;-0.02438854;0.7394528;0.1402811;-0.4200054;-0.3185909;0.8497617;-0.02438855;0.7394528;0.1402811;-0.345473;-0.7208137;0.4704847;0.3737917;-0.8067281;0.4935825;-0.2771686;-0.1695393;0.9505282;1.311302E-06;-2.086163E-07;-0.3106385;0.9756368;-2.183243E-06;-9.431231E-07;-0.219392;-0.9982024;0.01790041;0.046987;0.03261575;0.9999227;-2.615898E-05;1.967698E-05;-0.01243274;0.9997625;-7.705693E-07;5.354922E-07;-0.02179572;-0.9960604;-0.06962617;0.03436093;0.04284187;0.999885;-3.442167E-06;1.944601E-06;-0.01516347;0.9999705;-1.53228E-06;8.006031E-07;-0.007691682;-0.9935541;-0.1079145;0.01763382;0.02989556;0.9999946;-9.25362E-06;4.218891E-06;-0.003313144;1;0;0;3.904001E-11;-0.9834397;-0.1795071;0.005215197;-0.02442165;1;0;4.656612E-10;-4.074536E-10;0.9999994;-1.877545E-06;8.628701E-07;-0.001086362;
1.105746;right;53.18739;-0.0229323;0.7156986;0.07625985;-0.4664271;-0.1285441;0.8751699;-0.02293229;0.7156986;0.07625985;-0.4005921;-0.6831044;0.5246462;0.3124753;-0.8081601;0.4907984;-0.2674525;-0.1856431;0.9441478;-8.642672E-07;1.057982E-06;-0.3295226;0.9679854;-1.664541E-06;4.264783E-07;-0.2510067;-0.9982059;0.01872012;0.0514001;0.02434561;0.9997826;-6.519257E-08;1.043081E-07;-0.02084823;0.9998818;4.832806E-07;-3.168039E-07;-0.01537823;-0.9966111;-0.06931718;0.03464296;0.02759609;0.9998339;1.341104E-07;-1.713633E-07;-0.0182278;0.9999835;1.967208E-07;-2.17016E-07;-0.005747308;-0.9938141;-0.1077838;0.01932156;0.01851563;0.9999576;8.940697E-08;-2.235174E-08;-0.009219807;0.9999996;1.839127E-06;-2.287151E-06;0.0009125534;-0.9832412;-0.1798072;0.0009828061;-0.03008769;1;0;0;8.44011E-10;1;0;0;0;
1.205748;right;54.18183;-0.02786214;0.7214792;0.06868939;-0.4791959;-0.05888578;0.8757306;-0.02786213;0.7214792;0.06868939;-0.4109624;-0.6620733;0.549242;0.3018313;-0.8094835;0.4939728;-0.2650142;-0.1746274;0.9411302;-2.384186E-07;3.874302E-07;-0.3380446;0.9638513;-1.716268E-07;5.239914E-08;-0.2664409;-0.9967048;0.01932942;0.06619716;0.04270614;0.9999055;2.980232E-08;4.395842E-07;-0.01375174;0.9999852;-1.11391E-08;1.710708E-07;-0.005436741;-0.9956438;-0.06948224;0.03756993;0.04954047;1;0;0;1.164153E-09;1;0;0;0;-0.9930711;-0.1075014;0.02385215;0.04104221;1;0;-1.862645E-09;6.984918E-10;1;0;0;0;-0.983688;-0.179686;-0.004031121;-0.007388636;1;-1.490116E-08;0;-1.164153E-10;1;0;0;0;
1.306219;right;53.80586;-0.01953395;0.7167013;0.04263775;-0.4618575;0.04233938;0.8859431;-0.01953396;0.7167013;0.04263775;-0.4531357;-0.6341652;0.5619945;0.276884;-0.8106878;0.4966118;-0.2629724;-0.16434;0.9447235;4.470348E-07;-7.450581E-07;-0.3278682;0.9660538;7.647049E-07;-1.990849E-07;-0.2583411;-0.9962097;0.01797904;0.06281654;0.05742059;1;0;0;2.328306E-10;1;0;0;0;-0.9945223;-0.07072547;0.03163499;0.07016055;1;0;0;-2.561137E-09;1;0;0;0;-0.9922401;-0.1082842;0.01760587;0.05851649;1;0;0;-1.629814E-09;1;0;0;0;-0.9836409;-0.1796694;-0.002785414;0.01271673;1;0;0;-1.164153E-10;1;0;0;0;
1.406286;right;54.61862;-0.03531137;0.7313333;0.06030689;-0.4930857;-0.00222972;0.8699778;-0.03531137;0.7313333;0.06030689;-0.4307897;-0.65223;0.5597351;0.2751597;-0.8120589;0.4997485;-0.2583138;-0.155196;0.9509579;1.102686E-06;-2.071261E-06;-0.3093204;0.9694224;-1.033097E-06;5.820495E-07;-0.2453983;-0.9956638;0.01770834;0.06388544;0.0652594;1;0;0;-1.97906E-09;1;0;0;0;-0.9938105;-0.07039633;0.03590395;0.0780779;1;7.450579E-09;0;-6.752087E-09;1;0;0;0;-0.9917803;-0.1079421;0.02123691;0.06534101;1;0;0;-6.984918E-10;1;0;0;0;-0.9835292;-0.1795766;0.007143407;0.01928151;1;0;0;2.328306E-10;1;0;0;0;
1.506765;right;61.28503;-0.04585962;0.7290606;0.1646635;-0.3456531;-0.3896476;0.8536386;-0.04585962;0.7290606;0.1646635;-0.3444031;-0.7264322;0.4319195;0.4088134;-0.811211;0.5053274;-0.2597691;-0.1382059;0.9606746;-6.824731E-06;4.768371E-06;-0.2776764;0.9751343;2.61915E-05;-2.845928E-06;-0.2216152;-0.9947766;0.01706052;0.06394727;0.077713;1;0;0;1.164153E-10;0.9999846;-1.793727E-06;-2.682209E-07;-0.005555339;-0.9929765;-0.06888285;0.05213062;0.08084005;1;0;0;1.862645E-09;1;0;0;0;-0.9914994;-0.1064961;0.03802187;0.06435685;1;7.45058E-09;0;1.396984E-09;1;0;-8.271805E-25;0;-0.9827504;-0.1792045;0.04283253;0.01589697;1;0;3.72529E-09;4.656612E-10;1;0;0;0;
1.606732;right;59.19236;-0.03925893;0.7285105;0.1583553;-0.3773234;-0.4398509;0.814959;-0.03925893;0.7285105;0.1583553;-0.3079548;-0.7379603;0.4303938;0.418736;-0.8067697;0.4953159;-0.278246;-0.1623699;0.9521257;0;-4.470348E-08;-0.3057069;0.9698349;5.513385E-08;7.675057E-07;-0.2437628;-0.9965781;0.01753117;0.05643841;0.0577893;1;0;0;-1.746229E-09;0.9998204;-1.527369E-07;1.527369E-07;-0.01895575;-0.994772;-0.06925178;0.04283908;0.06162474;1;0;0;-2.328306E-10;1;0;0;0;-0.9926456;-0.1070695;0.02956802;0.04813204;1;0;0;0;1;0;0;0;-0.9835265;-0.1791191;0.02392916;-0.004423655;1;-1.490116E-08;-1.862645E-09;4.656612E-10;1;0;0;-2.775556E-17;
